Driver,Team,Compound,TyreLife,FreshTyre,S1,S2,S3,SpeedI1,SpeedI2,SpeedFL,SpeedST,LapTimeSeconds,SessionType
STR,Aston Martin,HARD,5.0,False,27.514,29.972,28.767,317.0,335.0,311.0,344.0,86.253,R
STR,Aston Martin,HARD,6.0,False,27.636,30.549,29.049,317.0,334.0,309.0,335.0,87.234,R
STR,Aston Martin,HARD,7.0,False,27.529,29.431,28.598,317.0,330.0,315.0,340.0,85.558,R
STR,Aston Martin,HARD,8.0,False,28.114,29.553,28.541,309.0,315.0,308.0,353.0,86.208,R
STR,Aston Martin,HARD,9.0,False,27.799,29.379,28.621,309.0,316.0,308.0,318.0,85.799,R
STR,Aston Martin,HARD,10.0,False,27.777,29.585,28.662,312.0,317.0,308.0,324.0,86.024,R
STR,Aston Martin,HARD,11.0,False,27.822,29.369,28.991,314.0,330.0,308.0,323.0,86.182,R
STR,Aston Martin,HARD,12.0,False,27.691,29.398,28.586,311.0,315.0,309.0,329.0,85.675,R
STR,Aston Martin,HARD,13.0,False,27.829,29.342,28.776,311.0,313.0,309.0,320.0,85.947,R
STR,Aston Martin,HARD,14.0,False,27.742,29.697,28.704,309.0,313.0,309.0,327.0,86.143,R
STR,Aston Martin,HARD,15.0,False,27.738,29.465,28.692,314.0,315.0,310.0,320.0,85.895,R
STR,Aston Martin,HARD,16.0,False,28.009,29.927,29.05,311.0,313.0,309.0,318.0,86.986,R
STR,Aston Martin,HARD,17.0,False,27.925,29.737,28.931,311.0,311.0,309.0,320.0,86.593,R
STR,Aston Martin,HARD,18.0,False,27.839,29.852,28.893,311.0,313.0,308.0,322.0,86.584,R
STR,Aston Martin,HARD,19.0,False,27.903,30.488,29.133,312.0,326.0,308.0,325.0,87.524,R
STR,Aston Martin,HARD,4.0,False,27.443,29.024,28.254,313.0,316.0,311.0,331.0,84.721,R
STR,Aston Martin,HARD,5.0,False,27.515,29.053,28.153,316.0,317.0,313.0,326.0,84.721,R
STR,Aston Martin,HARD,6.0,False,27.408,29.088,28.163,317.0,317.0,313.0,328.0,84.659,R
STR,Aston Martin,HARD,7.0,False,27.482,29.036,28.25,316.0,317.0,313.0,327.0,84.768,R
STR,Aston Martin,HARD,8.0,False,27.401,29.097,28.245,316.0,318.0,313.0,326.0,84.743,R
STR,Aston Martin,HARD,9.0,False,27.491,28.9,28.1,316.0,319.0,313.0,324.0,84.491,R
STR,Aston Martin,HARD,10.0,False,27.388,28.802,28.247,319.0,330.0,313.0,330.0,84.437,R
STR,Aston Martin,HARD,11.0,False,27.371,28.965,28.282,319.0,331.0,314.0,345.0,84.618,R
STR,Aston Martin,HARD,12.0,False,27.362,29.444,28.591,322.0,335.0,316.0,339.0,85.397,R
STR,Aston Martin,HARD,13.0,False,27.631,29.905,28.841,331.0,336.0,314.0,342.0,86.377,R
STR,Aston Martin,HARD,14.0,False,27.379,29.025,28.345,316.0,336.0,314.0,340.0,84.749,R
STR,Aston Martin,HARD,15.0,False,27.675,29.483,28.418,327.0,331.0,313.0,340.0,85.576,R
STR,Aston Martin,HARD,16.0,False,27.546,29.102,28.299,315.0,329.0,313.0,332.0,84.947,R
STR,Aston Martin,HARD,17.0,False,27.349,29.1,28.407,321.0,332.0,311.0,343.0,84.856,R
STR,Aston Martin,HARD,18.0,False,27.402,29.095,28.366,321.0,331.0,313.0,339.0,84.863,R
STR,Aston Martin,MEDIUM,3.0,False,26.947,28.796,27.874,313.0,315.0,313.0,356.0,83.617,R
STR,Aston Martin,MEDIUM,4.0,False,27.336,28.607,28.487,314.0,330.0,315.0,324.0,84.43,R
STR,Aston Martin,MEDIUM,5.0,False,28.301,28.853,28.623,319.0,331.0,316.0,356.0,85.777,R
STR,Aston Martin,MEDIUM,6.0,False,26.975,28.741,27.986,311.0,312.0,312.0,355.0,83.702,R
STR,Aston Martin,MEDIUM,7.0,False,27.461,28.549,27.813,312.0,313.0,313.0,319.0,83.823,R
STR,Aston Martin,MEDIUM,8.0,False,27.534,28.496,27.78,312.0,314.0,314.0,322.0,83.81,R
STR,Aston Martin,MEDIUM,9.0,False,27.358,28.411,27.885,315.0,316.0,314.0,321.0,83.654,R
STR,Aston Martin,MEDIUM,10.0,False,27.348,28.321,27.758,316.0,318.0,314.0,322.0,83.427,R
STR,Aston Martin,MEDIUM,11.0,False,27.371,28.627,27.908,316.0,317.0,315.0,323.0,83.906,R
STR,Aston Martin,MEDIUM,12.0,False,27.349,28.673,27.992,315.0,317.0,315.0,326.0,84.014,R
STR,Aston Martin,MEDIUM,13.0,False,27.419,29.351,29.334,317.0,291.0,314.0,326.0,86.104,R
STR,Aston Martin,MEDIUM,14.0,False,27.468,29.129,28.467,314.0,319.0,313.0,326.0,85.064,R
STR,Aston Martin,SOFT,2.0,True,26.932,27.914,27.386,324.0,319.0,315.0,337.0,82.232,R
TSU,RB,HARD,3.0,False,28.414,30.094,29.03,317.0,341.0,312.0,334.0,87.538,R
TSU,RB,HARD,4.0,False,27.756,29.819,29.09,313.0,339.0,312.0,349.0,86.665,R
TSU,RB,HARD,5.0,False,27.631,29.689,28.878,329.0,340.0,311.0,353.0,86.198,R
TSU,RB,HARD,6.0,False,28.736,32.722,30.783,293.0,325.0,307.0,340.0,92.241,R
TSU,RB,HARD,7.0,False,28.426,30.441,29.606,316.0,325.0,309.0,294.0,88.473,R
RUS,Mercedes,INTERMEDIATE,2.0,True,30.831,39.784,27.185,291.0,246.0,232.0,298.0,97.8,Q
RUS,Mercedes,INTERMEDIATE,3.0,True,42.237,53.886,31.272,215.0,179.0,236.0,278.0,127.395,Q
RUS,Mercedes,INTERMEDIATE,4.0,True,30.704,39.456,27.055,293.0,247.0,230.0,299.0,97.215,Q
RUS,Mercedes,SOFT,2.0,True,29.055,42.133,25.805,283.0,254.0,248.0,294.0,96.993,Q
RUS,Mercedes,SOFT,3.0,True,29.677,37.805,25.158,288.0,257.0,249.0,297.0,92.64,Q
RUS,Mercedes,SOFT,4.0,True,28.97,36.277,24.859,291.0,262.0,251.0,300.0,90.106,Q
RUS,Mercedes,SOFT,7.0,False,28.526,36.502,24.743,307.0,262.0,250.0,310.0,89.771,Q
RUS,Mercedes,SOFT,8.0,False,28.401,35.69,24.014,312.0,264.0,251.0,320.0,88.105,Q
RUS,Mercedes,SOFT,2.0,True,28.063,35.087,23.616,312.0,267.0,252.0,321.0,86.766,Q
RUS,Mercedes,SOFT,3.0,True,42.161,49.677,34.773,240.0,230.0,253.0,303.0,126.611,Q
RUS,Mercedes,SOFT,4.0,True,28.267,35.016,23.44,312.0,266.0,253.0,321.0,86.723,Q
RUS,Mercedes,SOFT,2.0,True,27.994,34.64,23.39,313.0,269.0,252.0,321.0,86.024,Q
RUS,Mercedes,SOFT,2.0,True,28.016,34.508,23.295,314.0,269.0,252.0,323.0,85.819,Q
HAM,Mercedes,INTERMEDIATE,2.0,True,31.107,39.548,27.104,291.0,238.0,231.0,298.0,97.759,Q
HAM,Mercedes,INTERMEDIATE,3.0,True,40.701,51.275,30.787,200.0,226.0,232.0,257.0,122.763,Q
HAM,Mercedes,INTERMEDIATE,4.0,True,30.696,39.352,27.086,292.0,246.0,234.0,298.0,97.134,Q
HAM,Mercedes,SOFT,2.0,True,29.571,37.473,25.154,283.0,259.0,246.0,290.0,92.198,Q
HAM,Mercedes,SOFT,3.0,True,31.081,42.332,29.026,282.0,241.0,243.0,285.0,102.439,Q
HAM,Mercedes,SOFT,4.0,True,28.925,35.67,24.952,292.0,262.0,243.0,300.0,89.547,Q
HAM,Mercedes,SOFT,7.0,False,28.412,35.73,24.143,304.0,265.0,251.0,309.0,88.285,Q
HAM,Mercedes,SOFT,8.0,False,28.504,35.321,23.724,293.0,262.0,251.0,319.0,87.549,Q
HAM,Mercedes,SOFT,2.0,True,28.224,34.921,23.625,311.0,266.0,250.0,320.0,86.77,Q
HAM,Mercedes,SOFT,3.0,True,35.282,53.26,38.752,216.0,233.0,248.0,282.0,127.294,Q
HAM,Mercedes,SOFT,2.0,True,27.918,34.844,23.434,312.0,266.0,251.0,320.0,86.196,Q
HAM,Mercedes,SOFT,2.0,True,27.99,34.618,23.382,312.0,269.0,249.0,322.0,85.99,Q
NOR,McLaren,INTERMEDIATE,2.0,True,30.973,39.707,26.927,286.0,245.0,235.0,290.0,97.607,Q
NOR,McLaren,INTERMEDIATE,3.0,True,42.663,46.823,32.457,116.0,235.0,234.0,284.0,121.943,Q
NOR,McLaren,INTERMEDIATE,4.0,True,33.095,52.286,29.989,242.0,206.0,237.0,281.0,115.37,Q
NOR,McLaren,SOFT,2.0,True,29.155,37.04,25.401,283.0,259.0,244.0,296.0,91.596,Q
NOR,McLaren,SOFT,3.0,True,29.048,47.043,31.141,289.0,216.0,218.0,283.0,107.232,Q
NOR,McLaren,SOFT,6.0,False,28.15,35.364,23.918,312.0,267.0,252.0,318.0,87.432,Q
NOR,McLaren,SOFT,2.0,True,29.933,45.696,33.427,246.0,205.0,253.0,193.0,109.056,Q
NOR,McLaren,SOFT,3.0,True,28.113,34.813,23.633,309.0,267.0,252.0,320.0,86.559,Q
NOR,McLaren,SOFT,4.0,True,34.029,50.473,37.238,194.0,230.0,204.0,240.0,121.74,Q
NOR,McLaren,SOFT,2.0,True,28.025,34.567,23.438,307.0,268.0,254.0,317.0,86.03,Q
VER,Red Bull Racing,INTERMEDIATE,2.0,True,31.362,39.005,27.151,289.0,243.0,221.0,296.0,97.518,Q
VER,Red Bull Racing,INTERMEDIATE,3.0,True,38.475,54.234,35.257,259.0,215.0,240.0,112.0,127.966,Q
VER,Red Bull Racing,INTERMEDIATE,4.0,True,30.778,39.251,27.391,291.0,245.0,222.0,295.0,97.42,Q
VER,Red Bull Racing,SOFT,2.0,True,28.859,46.887,34.178,291.0,227.0,238.0,275.0,109.924,Q
VER,Red Bull Racing,SOFT,3.0,True,29.197,36.987,25.648,292.0,256.0,236.0,301.0,91.832,Q
VER,Red Bull Racing,SOFT,4.0,True,29.053,36.706,25.583,294.0,259.0,203.0,300.0,91.342,Q
VER,Red Bull Racing,SOFT,2.0,True,28.249,35.432,24.118,314.0,261.0,250.0,321.0,87.799,Q
VER,Red Bull Racing,SOFT,3.0,True,40.851,46.535,28.105,244.0,239.0,252.0,284.0,115.491,Q
VER,Red Bull Racing,SOFT,4.0,True,28.269,35.29,23.807,313.0,264.0,250.0,322.0,87.366,Q
VER,Red Bull Racing,SOFT,2.0,True,28.138,35.077,23.581,313.0,262.0,252.0,320.0,86.796,Q
VER,Red Bull Racing,SOFT,2.0,True,28.036,34.712,23.602,313.0,262.0,252.0,321.0,86.35,Q
VER,Red Bull Racing,SOFT,2.0,True,28.136,34.587,23.48,313.0,264.0,252.0,322.0,86.203,Q
PIA,McLaren,INTERMEDIATE,2.0,True,31.134,39.802,27.348,284.0,244.0,226.0,291.0,98.284,Q
PIA,McLaren,INTERMEDIATE,3.0,True,39.297,46.515,38.547,239.0,227.0,227.0,125.0,124.359,Q
PIA,McLaren,INTERMEDIATE,4.0,True,30.856,39.327,27.189,291.0,240.0,233.0,297.0,97.372,Q
PIA,McLaren,SOFT,2.0,True,29.2,36.417,25.278,286.0,260.0,246.0,292.0,90.895,Q
PIA,McLaren,SOFT,3.0,True,29.124,41.096,26.835,292.0,243.0,236.0,300.0,97.055,Q
PIA,McLaren,SOFT,6.0,False,28.298,35.208,24.125,310.0,265.0,251.0,319.0,87.631,Q
PIA,McLaren,SOFT,2.0,True,28.189,34.927,23.829,309.0,269.0,252.0,318.0,86.945,Q
PIA,McLaren,SOFT,3.0,True,37.706,46.658,34.485,236.0,207.0,178.0,264.0,118.849,Q
PIA,McLaren,SOFT,4.0,True,39.895,45.448,33.458,254.0,225.0,251.0,296.0,118.801,Q
PIA,McLaren,SOFT,5.0,True,28.178,34.913,23.642,308.0,266.0,253.0,320.0,86.733,Q
PIA,McLaren,SOFT,2.0,True,28.043,34.701,23.493,309.0,270.0,254.0,321.0,86.237,Q
PIA,McLaren,SOFT,2.0,True,28.096,35.14,23.807,318.0,268.0,254.0,332.0,87.043,Q
HUL,Haas F1 Team,SOFT,2.0,True,29.532,37.039,25.358,295.0,256.0,248.0,302.0,91.929,Q
HUL,Haas F1 Team,SOFT,2.0,True,28.412,35.434,23.872,315.0,265.0,253.0,323.0,87.718,Q
HUL,Haas F1 Team,SOFT,2.0,True,28.059,35.073,23.715,314.0,262.0,253.0,322.0,86.847,Q
HUL,Haas F1 Team,SOFT,3.0,True,36.761,46.557,31.115,231.0,207.0,252.0,252.0,114.433,Q
HUL,Haas F1 Team,SOFT,4.0,True,28.252,35.163,23.658,313.0,264.0,253.0,324.0,87.073,Q
HUL,Haas F1 Team,SOFT,2.0,True,28.04,34.899,23.462,313.0,267.0,254.0,323.0,86.401,Q
HUL,Haas F1 Team,SOFT,2.0,True,27.886,34.783,23.669,315.0,261.0,253.0,324.0,86.338,Q
SAI,Ferrari,INTERMEDIATE,2.0,True,31.356,42.883,28.995,290.0,227.0,235.0,282.0,103.234,Q
SAI,Ferrari,INTERMEDIATE,3.0,True,31.118,39.998,27.395,291.0,244.0,230.0,297.0,98.511,Q
SAI,Ferrari,SOFT,2.0,True,29.32,40.159,26.423,287.0,251.0,239.0,299.0,95.902,Q
SAI,Ferrari,SOFT,3.0,True,29.163,37.111,25.223,294.0,260.0,244.0,295.0,91.497,Q
SAI,Ferrari,SOFT,4.0,True,29.127,36.345,25.085,288.0,262.0,245.0,299.0,90.557,Q
SAI,Ferrari,SOFT,3.0,False,28.195,35.372,23.973,314.0,267.0,252.0,321.0,87.54,Q
SAI,Ferrari,SOFT,4.0,False,41.29,46.128,30.568,236.0,217.0,252.0,246.0,117.986,Q
SAI,Ferrari,SOFT,5.0,False,28.244,35.194,23.711,316.0,267.0,252.0,322.0,87.149,Q
SAI,Ferrari,SOFT,2.0,True,28.107,35.04,23.696,313.0,263.0,253.0,323.0,86.843,Q
SAI,Ferrari,SOFT,2.0,True,28.009,34.891,23.609,313.0,265.0,254.0,321.0,86.509,Q
SAI,Ferrari,SOFT,2.0,True,28.314,34.897,23.538,316.0,264.0,253.0,324.0,86.749,Q
STR,Aston Martin,INTERMEDIATE,2.0,True,31.123,40.705,27.799,288.0,241.0,226.0,298.0,99.627,Q
STR,Aston Martin,INTERMEDIATE,3.0,True,43.798,51.338,36.148,218.0,219.0,226.0,279.0,131.284,Q
STR,Aston Martin,INTERMEDIATE,4.0,True,30.873,39.777,27.632,292.0,242.0,228.0,299.0,98.282,Q
STR,Aston Martin,SOFT,2.0,True,29.798,40.037,27.928,287.0,251.0,237.0,295.0,97.763,Q
STR,Aston Martin,SOFT,3.0,True,29.252,41.857,26.272,296.0,238.0,239.0,300.0,97.381,Q
STR,Aston Martin,SOFT,4.0,True,29.063,37.15,25.197,286.0,256.0,249.0,295.0,91.41,Q
STR,Aston Martin,SOFT,2.0,True,28.182,35.735,24.243,313.0,266.0,251.0,325.0,88.16,Q
STR,Aston Martin,SOFT,3.0,True,42.577,47.557,32.692,222.0,233.0,251.0,158.0,122.826,Q
STR,Aston Martin,SOFT,4.0,True,28.124,35.434,23.998,315.0,265.0,251.0,325.0,87.556,Q
STR,Aston Martin,SOFT,3.0,False,28.158,35.029,23.751,313.0,266.0,252.0,324.0,86.938,Q
STR,Aston Martin,SOFT,6.0,False,28.052,35.204,23.542,310.0,268.0,252.0,323.0,86.798,Q
STR,Aston Martin,SOFT,2.0,True,27.892,34.941,23.752,312.0,257.0,252.0,324.0,86.585,Q
ALB,Williams,INTERMEDIATE,2.0,True,31.184,39.702,27.162,286.0,246.0,227.0,296.0,98.048,Q
ALB,Williams,INTERMEDIATE,3.0,True,36.852,52.069,34.971,133.0,209.0,226.0,168.0,123.892,Q
ALB,Williams,SOFT,2.0,True,29.675,42.504,29.872,286.0,237.0,236.0,297.0,102.051,Q
ALB,Williams,SOFT,3.0,True,29.294,36.646,25.195,294.0,257.0,236.0,304.0,91.135,Q
ALB,Williams,SOFT,3.0,False,28.283,35.534,24.166,303.0,263.0,251.0,320.0,87.983,Q
ALB,Williams,SOFT,4.0,False,40.478,51.394,27.407,251.0,223.0,252.0,286.0,119.279,Q
ALB,Williams,SOFT,5.0,False,28.263,35.408,23.882,314.0,265.0,252.0,323.0,87.553,Q
ALB,Williams,SOFT,2.0,True,28.306,34.874,23.753,312.0,263.0,252.0,324.0,86.933,Q
ALB,Williams,SOFT,6.0,False,28.274,35.01,23.724,312.0,263.0,252.0,322.0,87.008,Q
ALB,Williams,SOFT,2.0,True,28.004,34.999,23.637,313.0,266.0,253.0,324.0,86.64,Q
ALO,Aston Martin,INTERMEDIATE,2.0,True,31.296,40.352,28.038,288.0,242.0,224.0,297.0,99.686,Q
ALO,Aston Martin,INTERMEDIATE,3.0,True,40.811,50.62,35.781,254.0,222.0,234.0,280.0,127.212,Q
ALO,Aston Martin,INTERMEDIATE,4.0,True,30.878,39.769,27.709,291.0,246.0,224.0,299.0,98.356,Q
ALO,Aston Martin,SOFT,2.0,True,29.348,36.942,26.062,289.0,259.0,232.0,297.0,92.352,Q
ALO,Aston Martin,SOFT,3.0,True,35.902,54.655,37.525,186.0,224.0,231.0,282.0,128.082,Q
ALO,Aston Martin,SOFT,4.0,True,29.224,36.835,25.205,292.0,260.0,249.0,303.0,91.264,Q
ALO,Aston Martin,SOFT,2.0,True,28.113,35.421,24.118,313.0,265.0,252.0,323.0,87.652,Q
ALO,Aston Martin,SOFT,3.0,True,38.553,54.07,30.996,238.0,224.0,251.0,301.0,123.619,Q
ALO,Aston Martin,SOFT,4.0,True,28.26,35.143,23.876,315.0,264.0,252.0,325.0,87.279,Q
ALO,Aston Martin,SOFT,3.0,False,28.136,34.915,23.679,314.0,265.0,252.0,323.0,86.73,Q
ALO,Aston Martin,SOFT,6.0,False,28.248,35.038,23.631,314.0,266.0,252.0,323.0,86.917,Q
LEC,Ferrari,INTERMEDIATE,2.0,True,31.008,39.715,27.316,290.0,244.0,227.0,291.0,98.039,Q
LEC,Ferrari,SOFT,2.0,True,29.272,39.903,27.001,296.0,251.0,221.0,300.0,96.176,Q
LEC,Ferrari,SOFT,3.0,True,29.645,37.379,25.569,282.0,259.0,231.0,300.0,92.593,Q
LEC,Ferrari,SOFT,4.0,True,29.112,36.265,25.119,291.0,261.0,239.0,296.0,90.496,Q
LEC,Ferrari,SOFT,4.0,False,28.57,35.784,24.225,312.0,263.0,248.0,318.0,88.579,Q
LEC,Ferrari,SOFT,5.0,False,28.686,48.479,32.698,276.0,182.0,248.0,203.0,109.863,Q
LEC,Ferrari,SOFT,6.0,False,28.344,35.44,23.883,313.0,263.0,252.0,321.0,87.667,Q
LEC,Ferrari,SOFT,2.0,True,28.117,35.16,23.82,312.0,254.0,254.0,321.0,87.097,Q
SAR,Williams,INTERMEDIATE,2.0,True,31.693,40.367,28.155,283.0,242.0,227.0,293.0,100.215,Q
SAR,Williams,INTERMEDIATE,3.0,True,31.829,56.903,38.016,285.0,155.0,225.0,188.0,126.748,Q
SAR,Williams,INTERMEDIATE,4.0,True,31.579,40.412,27.875,292.0,241.0,221.0,301.0,99.866,Q
SAR,Williams,SOFT,2.0,True,30.146,44.065,30.92,285.0,241.0,226.0,300.0,105.131,Q
SAR,Williams,SOFT,3.0,True,29.3,36.866,25.442,286.0,256.0,241.0,296.0,91.608,Q
SAR,Williams,SOFT,2.0,True,28.507,36.225,24.699,302.0,261.0,250.0,315.0,89.431,Q
SAR,Williams,SOFT,3.0,True,35.033,47.65,33.761,267.0,234.0,250.0,119.0,116.444,Q
SAR,Williams,SOFT,4.0,True,28.325,35.587,24.05,314.0,262.0,251.0,323.0,87.962,Q
SAR,Williams,SOFT,3.0,False,28.251,35.129,23.795,311.0,263.0,251.0,322.0,87.175,Q
SAR,Williams,SOFT,4.0,False,34.505,48.135,36.254,229.0,149.0,252.0,259.0,118.894,Q
SAR,Williams,SOFT,5.0,False,28.654,35.477,23.955,313.0,263.0,251.0,322.0,88.086,Q
TSU,RB,INTERMEDIATE,2.0,True,31.532,39.672,27.409,292.0,245.0,232.0,297.0,98.613,Q
TSU,RB,INTERMEDIATE,3.0,True,41.13,49.627,34.88,223.0,231.0,228.0,275.0,125.637,Q
TSU,RB,SOFT,2.0,True,29.817,41.872,30.897,296.0,245.0,233.0,301.0,102.586,Q
TSU,RB,SOFT,3.0,True,29.381,37.819,26.013,294.0,255.0,244.0,300.0,93.213,Q
TSU,RB,SOFT,4.0,True,28.754,36.798,25.442,295.0,260.0,244.0,303.0,90.994,Q
TSU,RB,SOFT,2.0,True,28.268,36.128,24.444,314.0,264.0,249.0,322.0,88.84,Q
TSU,RB,SOFT,3.0,True,28.29,35.829,24.222,315.0,264.0,251.0,325.0,88.341,Q
TSU,RB,SOFT,2.0,True,28.115,35.163,23.991,314.0,265.0,252.0,323.0,87.269,Q
ZHO,Kick Sauber,INTERMEDIATE,2.0,True,31.34,40.387,27.641,290.0,240.0,235.0,294.0,99.368,Q
ZHO,Kick Sauber,INTERMEDIATE,3.0,True,43.377,57.941,32.82,203.0,200.0,233.0,269.0,134.138,Q
ZHO,Kick Sauber,INTERMEDIATE,4.0,True,31.061,40.009,27.768,290.0,242.0,227.0,295.0,98.838,Q
ZHO,Kick Sauber,SOFT,2.0,True,29.534,37.456,26.009,290.0,254.0,226.0,295.0,92.999,Q
ZHO,Kick Sauber,SOFT,3.0,True,29.367,45.056,29.954,290.0,221.0,201.0,281.0,104.377,Q
ZHO,Kick Sauber,SOFT,4.0,True,33.274,43.258,30.685,265.0,190.0,234.0,270.0,107.217,Q
ZHO,Kick Sauber,SOFT,5.0,True,29.035,36.652,25.503,290.0,258.0,238.0,297.0,91.19,Q
ZHO,Kick Sauber,SOFT,2.0,True,28.326,36.074,24.61,312.0,262.0,250.0,319.0,89.01,Q
ZHO,Kick Sauber,SOFT,3.0,True,39.226,45.246,31.659,262.0,236.0,250.0,201.0,116.131,Q
ZHO,Kick Sauber,SOFT,4.0,True,28.31,35.818,24.303,313.0,261.0,251.0,320.0,88.431,Q
ZHO,Kick Sauber,SOFT,2.0,True,28.252,35.594,24.021,309.0,263.0,251.0,320.0,87.867,Q
ZHO,Kick Sauber,SOFT,3.0,True,40.83,47.225,41.82,225.0,231.0,251.0,209.0,129.875,Q
ZHO,Kick Sauber,SOFT,4.0,True,28.412,35.502,24.007,312.0,262.0,252.0,319.0,87.921,Q
RIC,RB,INTERMEDIATE,2.0,True,31.605,40.976,28.018,287.0,243.0,225.0,295.0,100.599,Q
RIC,RB,INTERMEDIATE,3.0,True,35.957,55.39,32.969,212.0,186.0,226.0,258.0,124.316,Q
RIC,RB,SOFT,2.0,True,29.447,40.78,26.006,289.0,254.0,241.0,301.0,96.233,Q
RIC,RB,SOFT,3.0,True,30.108,39.099,25.838,294.0,255.0,242.0,299.0,95.045,Q
RIC,RB,SOFT,4.0,True,29.133,37.045,25.113,294.0,260.0,248.0,302.0,91.291,Q
RIC,RB,SOFT,2.0,True,28.491,36.111,24.413,313.0,265.0,250.0,323.0,89.015,Q
RIC,RB,SOFT,3.0,True,28.338,35.969,24.289,314.0,265.0,249.0,323.0,88.596,Q
RIC,RB,SOFT,3.0,False,33.701,42.198,37.155,300.0,241.0,240.0,229.0,113.054,Q
RIC,RB,SOFT,4.0,False,28.418,35.594,23.937,315.0,264.0,251.0,324.0,87.949,Q
BOT,Kick Sauber,INTERMEDIATE,2.0,True,31.424,40.681,27.613,291.0,240.0,232.0,297.0,99.718,Q
BOT,Kick Sauber,INTERMEDIATE,3.0,True,38.252,51.374,35.373,230.0,224.0,236.0,273.0,124.999,Q
BOT,Kick Sauber,SOFT,2.0,True,29.149,37.552,25.73,290.0,256.0,248.0,294.0,92.431,Q
BOT,Kick Sauber,SOFT,3.0,True,29.205,42.182,28.412,291.0,225.0,230.0,274.0,99.799,Q
BOT,Kick Sauber,SOFT,4.0,True,30.573,49.082,30.641,281.0,223.0,225.0,275.0,110.296,Q
MAG,Haas F1 Team,INTERMEDIATE,2.0,True,30.918,39.562,27.325,285.0,245.0,231.0,289.0,97.805,Q
MAG,Haas F1 Team,SOFT,2.0,True,29.587,37.446,25.872,294.0,257.0,229.0,293.0,92.905,Q
OCO,Alpine,INTERMEDIATE,2.0,True,31.351,40.189,27.538,287.0,243.0,231.0,292.0,99.078,Q
OCO,Alpine,INTERMEDIATE,3.0,True,38.187,48.457,30.578,255.0,221.0,227.0,270.0,117.222,Q
OCO,Alpine,INTERMEDIATE,4.0,True,31.337,40.453,28.12,288.0,239.0,225.0,292.0,99.91,Q
OCO,Alpine,SOFT,2.0,True,29.752,38.313,28.349,275.0,254.0,236.0,276.0,96.414,Q
OCO,Alpine,SOFT,3.0,True,30.569,38.201,25.787,287.0,253.0,244.0,295.0,94.557,Q
OCO,Alpine,SOFT,4.0,True,30.668,39.781,25.749,262.0,234.0,237.0,291.0,96.198,Q
PER,Red Bull Racing,INTERMEDIATE,2.0,True,31.119,39.482,27.747,294.0,246.0,222.0,297.0,98.348,Q
PER,Red Bull Racing,INTERMEDIATE,3.0,True,38.657,54.032,33.488,204.0,185.0,222.0,258.0,126.177,Q
GAS,Alpine,INTERMEDIATE,2.0,True,31.617,40.506,27.681,284.0,241.0,229.0,292.0,99.804,Q
GAS,Alpine,INTERMEDIATE,3.0,True,40.313,56.259,34.06,193.0,218.0,228.0,267.0,130.632,Q
GAS,Alpine,INTERMEDIATE,4.0,True,31.454,41.095,27.98,288.0,239.0,228.0,292.0,100.529,Q
HAM,Mercedes,MEDIUM,2.0,True,29.249,37.314,24.857,313.0,258.0,246.0,319.0,91.42,R
HAM,Mercedes,MEDIUM,3.0,True,29.287,37.133,25.296,307.0,257.0,246.0,294.0,91.716,R
HAM,Mercedes,MEDIUM,4.0,True,29.554,37.258,25.176,291.0,257.0,246.0,295.0,91.988,R
HAM,Mercedes,MEDIUM,5.0,True,29.469,37.231,24.977,295.0,258.0,246.0,297.0,91.677,R
HAM,Mercedes,MEDIUM,6.0,True,29.486,37.195,25.065,296.0,257.0,246.0,299.0,91.746,R
HAM,Mercedes,MEDIUM,7.0,True,29.518,37.064,25.093,295.0,258.0,246.0,296.0,91.675,R
HAM,Mercedes,MEDIUM,8.0,True,29.475,37.201,25.084,296.0,257.0,245.0,298.0,91.76,R
HAM,Mercedes,MEDIUM,9.0,True,29.496,36.954,25.114,294.0,258.0,245.0,294.0,91.564,R
HAM,Mercedes,MEDIUM,10.0,True,29.484,36.923,25.108,295.0,258.0,246.0,297.0,91.515,R
HAM,Mercedes,MEDIUM,11.0,True,29.412,37.003,25.072,298.0,258.0,246.0,300.0,91.487,R
HAM,Mercedes,MEDIUM,12.0,True,29.429,36.937,25.197,295.0,258.0,246.0,298.0,91.563,R
HAM,Mercedes,MEDIUM,13.0,True,29.817,37.067,24.997,298.0,258.0,246.0,303.0,91.881,R
HAM,Mercedes,MEDIUM,14.0,True,29.552,37.045,25.012,296.0,259.0,246.0,299.0,91.609,R
HAM,Mercedes,MEDIUM,15.0,True,29.52,37.024,25.019,296.0,259.0,247.0,297.0,91.563,R
HAM,Mercedes,MEDIUM,16.0,True,29.491,36.755,25.685,294.0,260.0,247.0,299.0,91.931,R
HAM,Mercedes,MEDIUM,17.0,True,29.743,36.945,27.033,290.0,255.0,244.0,300.0,93.721,R
HAM,Mercedes,MEDIUM,18.0,True,29.752,37.612,27.707,311.0,262.0,207.0,318.0,95.071,R
HAM,Mercedes,MEDIUM,19.0,True,34.046,40.683,28.982,289.0,226.0,216.0,298.0,103.711,R
HAM,Mercedes,MEDIUM,20.0,True,33.695,39.257,27.069,293.0,243.0,245.0,304.0,100.021,R
HAM,Mercedes,MEDIUM,21.0,True,29.881,37.046,25.229,291.0,258.0,249.0,298.0,92.156,R
